"","Log","Cluster"
"786","#colts & Luck - 8-2 in last 10, #Seahawks & Wilson - 6-1 in last 7, #redskins & #rg3 winners of last 6.  What if Was beats Dal?! #rookieqb",7
"787","Who having a redskins vs cowboys house party tho",10
"788","guess who got tickets to the redskins cowboy game sunday 😍😍😍",7
"789","You RT @tommiecollins: Who having a redskins vs cowboys house party tho",10
"790","@espn_firsttake RG3 and the Washington Redskins! #ChocolateCity",6
"791","@MaskedTweeterX We'll be looking for some payback when we play your #Redskins in the #NFCCG.",7
"792","Hail to the Redskins & Merry Christmas #redskintalk http://t.co/8hVNoNzS",7
"793","I would say u should, but dont u live out Struggledorf lol #YearsAway RT @tommiecollins: Who having a redskins vs cowboys house party tho",10
"794","@redskinsbuzztap did u hear Howie long, terry Bradshaw and j Johnson all said skins 6 wins have been luck & cowboys are best in NFC",7
"795","@Snide_Remarks 1982 Riggo, Dexter takes out Danny, Grant Hits Pay Dirt, #Redskins win 3 of next 9 Super Bowls. ""WeWantDallas"". '72 second.",7
"796","Very happy with 9 wins and a big turnaround but I'm dying to give our biggest rival a knockout blow on Sunday night. #Redskins #DallasWeek",7
"797","FOH «@veedubbery02 Gotta switch to a real team like my #Redskins RT @cblockd: My #NYG frustrates the hell outta me..it's just ridiculous»",7
"798","REDSKINS FANS GONNA B SICK NEXT WEEK CAUSE TONY ROMO WILL DROP BOMBS ALL OVER DAT WEAK ASS SECONDARY",3
"799","RT @HichenbergSKINS: Fox: Robert Griffin III keeps inspiring Redskins http://t.co/n2GeVylc",9
"800","@Doughboy_86 Lol...thats a come up to *prize money* Should buy yourself a ticket to the Redskins vs Cowboys game next week",3
"801","@adamschefter question, if Redskins lose next Sun., what else must occur in order for them to make it as a wildcard?",7
"802","@_BellaCubana #Redskins hater I see",7
"803","- Happy Holidays - NFL playoff picture - Dallas Cowboys - Russell Wilson - Santa tracker - Sound of Music - Bruno…",8
"804","RT @AlGaldi: (cont.) Guests from 9am-noon on @ESPNRadio980 will be @John_Keim at 10:15am & @MikeJonesWaPo at 11:15am #Redskins",7
"805","WASHINGTON REDSKINS 
Washington clinches a playoff berth:
1) CHI loss + MIN loss
1) WAS win or tie",7
"806","I should “@cee_cee__ You RT @tommiecollins: Who having a redskins vs cowboys house party tho”",10
"807","@ItzWoodz RT @tommiecollins: Who having a redskins vs cowboys house party tho",10
"808",";) RT @cblockd: FOH «@veedubbery02 Gotta switch to a real team like my #Redskins RT @cblockd: My (cont) http://t.co/7BLeFg9y",7
"809","@Redskins, don't know if the NFL could write a better script. That team that shall remain nameless v REDSKINS. You know we are ready. #HTTR",7
"810","Valid RT @AngelaLynnette: ItzWoodz RT @tommiecollins: Who having a redskins vs cowboys house party tho",10
"811","DEADLINE IN THREE HOURS! Send us Redskins tailgating pics and you could win a FREE parking pass to the 12/30 game http://t.co/hR1Gv4J6",7
"812","RT @BostonRedskins: Redskins vs. Cowboys ""flexed"" to the Sunday Night game next week. Winner take all. Going to be amazing. Stay tuned f ...",5
"813","Cowboys redskins game moved to sunday night, smart business by the NFL",5
"814","RG3 is 2nd in NFL in QB rating (104.1), 1st in YDS/ATT (8.03), 2nd in TD-INT ratio (20-5), 3rd in COMP% (66.4) w 3.100 yds, 752 r yds, 6 TD.",7
"815","as an aside, the #redskins 2013 1st round pick going to SL as part of #RG3 trade as of now will be in 20s. Sort of a good move, no?",7
"816","@JimmyJohnson Redskins or Cowboys Sunday night?",5
"817","RG3 leads Redskins back to relevance - Link:  http://t.co/h525kNn7",7
"818","@JJT_ESPNDallas these Boys' have a proven track record of failing. What makes next week any different. The Redskins r licking their chops .",3
"819","Super Bowl titles (8)
Dallas Cowboys (5) – 1971, 1977, 1992, 1993, 1995
'*Washington Redskins (3) – 1982, 1987,... http://t.co/YQtI8JxG",7
"820","@Snide_Remarks Actually in 83 #Redskins played Raiders at RFK, came back from 15 pt deficit in 5 minutes. #JoeWashington",7
"821","Woow!! More time for tailgating and drinking! “@espn “@ESPNNFL BREAKING: Cowboys at Redskins (cont) http://t.co/2wpvezWG",7
"822","""@skinsjoe: #REDSKINS all alone in 1st place. #HTTR #LOYAL4LIFE"" the best Christmas gift :)",7
"823","Steelers lost. Cowboys Lost. Bears won. Redskins won. #YesterdayWasPerfect",7
"824","""@toddarcher: NBC confirms Cowboys-Redskins moved to Sunday night."" @clapresi24",5
"825","@KaderKnight31 @Seahawks @nfl @DangeRussWilson I don't know Andrew Luck is doing pretty good too, or RGIII,",7
"826","Dallas Cowboys: Giants' Loss Sparks Historic Matchup vs. Washington Redskins http://t.co/rLl8Yy89",7
"827","RT @cgfarkas That's right! Hehe! ESPN NFL - Cowboys-Redskins flexed to Sunday night game on Dec. 30; Packers-Vikings shifts to 4:25 pm ET",5
"828","Saints hold off Cowboys rally for 34-31 OT win http://t.co/qX4Nnfxo",7
"829","Whats my favourite nfl team... Its either Colts , Redskins, or Seahawks",7
"830","RT @ExaminerSports: Redskins' RG3 at less than 100 percent still is pretty good http://t.co/vcDvRlRa",7
"831","OK, if you're going to argue whether the 1972 NFC Championship wasn't best Redskins win ever, I need some ID. Include your birth year.",7
"832","RT @ExaminerSports: Ten Observations: Redskins 27, Eagles 20 http://t.co/e07Dd8X0",7
"833","RT @ExaminerSports: RG3 Report: Griffin leads Redskins over Eagles http://t.co/nqLnYP17",9
"834","Redskins might do it this year >>>",7
"835","Video: #RG3 is focused on the Cowboys #Redskins #RedskinsTalk http://t.co/AbZCrF8w",7
"836","RT @NOSaintsworld: NFL: Dallas Cowboys' loss to New Orleans Saints proves meaningless - San Jose Mercury News http://t.co/Rafs8dAl",7
"837","@Rich_TandlerCSN are redskins gonna wear alternate jerseys against Dallas. I thought they were gonna wear twice this ysar",7
"838","Oh Christ. They flexed the redskins cowboys death match to 830 pm. I might have a heart attack #BeatDallas #marchwithme #believe #HTTR",7
"839","Hanging out this morning with @PeteMedhurst from 10-2 on 106.7 The Fan. Whole bunch of Redskins & Christmas.",7
"840","Bears play the Lions... If they win, they're in and we out. But i like The Pack beatin Min. and Redskins beatin Dallas.",7
"841","Make The Washington Times part of your Christmas Eve shopping. A1 photo by @andyharnik, plus #Redskins Gameday. #only50cents",7
"842","@RedskinsWatch #Redskins have to win against #Cowboys to make the playoffs? #nfl",7
"843","@rickoharrison @snide_remarks #Redskins have to win against #Cowboys to make the playoffs? #nfl",7
"844","@john_keim #Redskins have to win against #Cowboys to make the playoffs? #nfl",7
"845","@DezBryant @dezbryant @dallascowboys great game Dez. Merry christmas and go beat redskins Sunday. #CowboyNation",7
"846","I am now a Redskins, Lions, and Packers fan next week",3
"847","“@ESPN_FirstTake: Who do you have winning the NFC East?” #Redskins over  Cowboys 30-24",6
"848","Redskins Play Dallas Sunday For The NFC East Division Title",6
"849","@Mike5966: 55 quail on Saturday, @Redskins win yesterday, @ChickfilA this AM. Life is good.",7
"850","#Redskins vs #Cowboys Week 17 ! Cant Wait.",3
"851","#Redskins baby",7
"852","RT @iluvjmb: Love waking up to a #Redskins victory!!!

#HAIL 
#BEATDALLAS",7
"853","#Redskins playoff pic >> MT “@Insider:  http://t.co/ooYDmEM3”",7
"854","Now all we need to do is beat the Redskins next week in real life! #playoffs #cowboys #americasteam http://t.co/9qDKNxJe",3
"855","Redskins💛❤ http://t.co/OTVrqaU9",7
"856","Redskins outlast lowly Eagles as RG III returns http://t.co/tGsS5G2t #ESPN",9
"857","Redskins outlast lowly Eagles as RG III returns http://t.co/JgOeNRvG",9
"858","SO LET ME GET THIS STR8 EVery 1 IS A REDSKINS FAN NOW !!!!!!",7
"859","@Snide_Remarks @rickoharrison thanks. Lets win! #Redskins",7
"860","couple examples on Morris runs of his ability to shake, cut and not lose quickness. #redskins",7
"861","@JimmyJohnson Redskins or Cowboys? Merry Christmas! 🎄🎅🎄",7
"862","Cowboys vs Redskins game flexed to 8:20pm kickoff on Sunday.",5
"863","Yes... I am well aware that the #Redskins are going to demolish Dallas next week... #Cowboys have little to no chance. #MerryChristmas",3
"864","The redskins won!woot",7
"865","Redskins | Robert Griffin effective throwing the deep ball http://t.co/I4sJpid0",9
"866","5 Reasons Washington Redskins Will Emerge from NFC East http://t.co/VXIuNqSf",6
"867","#NFL #NFC Playoffs: Falcons, Packers, Vikings, Seahawks, 49ers, Redskins. In the hunt: Bears, Cowboys, Giants.",7
"868","Cowboys-Redskins flexed to Sunday night game on Dec. 30, #Packers-Vikings shifts to 4:25 pm ET",5
"869","Cowboys all day fam RT @LoopyBloggerNYC: SO LET ME GET THIS STR8 EVery 1 IS A REDSKINS FAN NOW !!!!!!",7
"870","Eagles Wake Up-Call from @Tim_McManus: ""I didn't do my job today."" Foles comes up short vs. Redskins. http://t.co/X70oXOJD",7
"871","Moved the #Redskins #Cowboys game to #SNF though..going to be epic",7
"872","@Redskins Will my favorite NFL team please follow me? #RedskinsTalk #HTTR",7
"873","RT @PiffySplack: Cowboys all day fam RT @LoopyBloggerNYC: SO LET ME GET THIS STR8 EVery 1 IS A REDSKINS FAN NOW !!!!!!",7
"874","1. Happy Holidays (↑) 2. NFL playoff picture (↑) 3. Dallas Cowboys (↑) 4. Russell Wilson (↑) 5. Santa tracker (★New)  #Trend",7
"875","RT @ButtsJordan: redskins are gonna beat some cowboy ass next week. #realtalk",3
"876","Predicting Which Team Takes NFC's Final Wild-Card Spot http://t.co/korxbJi5 via @bleacherreport @Ray_McCanna44 #Redskins #Bears #Cowboys",7
"877","@ESPN_FirstTake  @Redskins all the way.",6
"878","@dallascowboys #cowboys #ornament #love #blueandsilver http://t.co/VnEDWoxy",7
"879","MY COWBOYS NEED TO WIN THE REDSKINS THIS WEEKEND ,OMG!",7
"880","I already feel that Romo & @dallascowboys will pull usual tank job Sunday. But I still need to cheer Go Cowboys! http://t.co/ORvwGege",7
"881","@AdamCarriker94 @4thandpain I want tickets to redskins vs Dallas!  Lol #HTTR #BeatDallas #division",7
"882","RT @WISportsBlog: Cowboys-Redskins flexed to Sunday night game on Dec. 30, #Packers-Vikings shifts to 4:25 pm ET",5
"883","RT @Yass_Linn: MY COWBOYS NEED TO WIN THE REDSKINS THIS WEEKEND ,OMG!",7
"884","@wale You coming to FedEx Sunday Night, playa?  The Stars will be out for that #Redskins East Title!  #HTTR",5
"885","When the Redskins win their division, idk what im going to do. I just don't know.",7
"886","PHOTOS: I was lucky enough to capture Bowen's big play and a bunch of other key moments from #Redskins win over Eagles.
http://t.co/ZZFz8sLG",7
"887","RT @john_keim: Redskins cowboys game flexed to Sunday night at 8:20.  Everyone but Jerry jones saw this coming",5
"888","When the Redskins win their division, idk what im going to do. i just dont know",7
"889","Redskins Wins, Giants and Cowboys lose. Merry Christmas! #httr",7
"890","NFL QB Rating: (1) RGIII 104.1 , (7) Wilson 98.0 (25) Luck 75.6",7
"891","Redskins would likely face Seahawks or 49ers if they make NFL playoffs:    If the Redskins reach the playoffs, it appears likely they...",4
"892","Redskins would likely face Seahawks or 49ers if they make NFL playoffs:    If the Redskins reach the playoffs, i... http://t.co/rA9HZ7Nd",4
"893","#WASHINGTONPOST | Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/XfMC9c1j | #SPORTS > @HCP520",4
"894","#WASHINGTONPOST | Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/JtH8vDqZ | #SPORTS > @HCP520",4
"895","#WASHINGTONPOST | Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/Vff6xLp1 | #SPORTS > @HCP520",4
"896","#WASHINGTONPOST | Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/6MV2Aihj | #SPORTS > @HCP520",4
"897","Anybody ready to agree with me yet? Redskins, best team in the NFC East",6
"898","Six win. One game left in the season. Go redskins http://t.co/CFGP6KJi",7
"899","NFL..Stephen smashes the lines makers with a 4-1 day, including 5* Seattle, 4*St.Louis,3*Washington & 3*Indy...+10.60 units..Merry Xmas!",7
"900","RT @Rotoworld_FB: Cowboys-Redskins flexed to SNF in Week 17 http://t.co/1pHy8Bao",7
"901","RG3 leads Redskins over Eagles 27-20: With one more win, Robert Griffin III can be called a playoff quarterback.... http://t.co/puzwulZl",9
"902","I hate 9-7 teams making the playoffs. Redskins better win",7
"903","RT @HomerMcFanboy: PHOTOS: I was lucky enough to capture Bowen's big play and a bunch of other key moments from #Redskins win over Eagle ...",7
"904","#NFL Boricuas: Jonathan Casillas (Saints) tuvo dos tackles, incluyendo una asistencia en la victoria sobre los Cowboys 34-31.",7
"905","@Est_Aug10th next season, I need you to go with me to a Cowboys/Redskins game at Fed Ex. Thanks in advance. Lol",3
"906","Lets wait an see how many hop ons we got on the redskins band wagon next season",7
"907","Redskins some shit #DailyTweet",7
"908","RT @TheJadax: It's our turn #REDSKINS",7
"909","The Redskins have won four division games for the first time since 2005, when they won five.",7
"910","Redskins are flexing on y'all's teams tho",10
"911","RT @kendall_kontana: Redskins some shit #DailyTweet",7
"912","All I want for Christmas is a Washington Redskins playoff berth 🙏 #HTTR",7
"913","Tony Romo, RG3,Flacco, Cam Newton, Micheal Vick....WOW this NFL generation is amazing if you think about it",7
"914","Cowboys vs Redskins Sunday Night. And It's a 4 day weekend. Wooh!",5
"915","Stfu Ron Jaworski, you couldn't be anymore against the Redskins it's ridiculous.",7
"916","I'm not a fan of the redskins, but R G III is a boss.",7
"917","RT @IamMeelah: @Est_Aug10th next season, I need you to go with me to a Cowboys/Redskins game at Fed Ex. Thanks in advance. Lol",3
"918","Ron Jaworski always be pickin against the Redskins... #smh #hail",7
"919","RT @Keyman06: Lets wait an see how many hop ons we got on the redskins band wagon next season",7
"920","Early line #Redskins by 3.5.  Pick: Skins 30, Dallas 27.  #HTTR!",7
"921","@ESPN_FirstTake HOW BOUT THEM REDSKINS SKIP...WHOOOO #hail2theredskins",6
"922","If you attend #Redskins games and show up in time for the 2nd Quarter,  please watch at home Sunday Night.  #SNFonNBC",5
"923","we want dallas #redskins all the way",7
"924","“@ESPN_FirstTake: Who do you have winning the NFC East?” redskins #RG3 #NFCEast #DALvsWAS @ESPN_FirstTake",6
"925","Redskins some ass!",7
"926","This @redskins cowboys game on sunday is definitely gonna be the Super Bowl forreal",7
"927","Waking up on this lovely morning listening to some Erykah Badu after a Redskins W, how beautiful..",7
"928","@Thats_So_Raven_ what lol you said I should like the ravens not redskins",7
"929","I really want to go to the Redskins game on sunday...Id probably kill a Dallas fan though. 😂",7
"930","instead of a school Lanza should have walked into the ESPN studio and departed sum evil wicked racist ppl ""Redskins""=Evil",7
"931","RT @trunigeriandiva: Redskins “@ESPN_FirstTake Who do you have winning the NFC East?”",6
"932","Redskins cowboys game got moved to sunday night. Now im glad I have off that monday",5
"933","RT @cowboysbuzztap: Star-Telegram >> Despite loss, Cowboys' playoff hopes alive in crazy NFL world http://t.co/tqnhEmH4",7
"934","There's already an awful lot of trash talk between Redskins/Cowboys fans and I'm loving every single minute of it.",7
"935","R G III has changed the redskins so much. #almostfavoriteplayer.",7
